"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
323,02-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,240,NA
323,02-06-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,12,181,NA
323,02-10-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,125,NA
323,13-02-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,149,NA
323,17-02-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,12,102,NA
323,20-02-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,252,NA
323,24-02-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,12,108,NA
323,28-02-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,11,195,NA
323,03-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,144,NA
323,03-06-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,162,NA
323,03-10-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,167,NA
323,13-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,11,131,NA
323,20-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,11,253,NA
323,24-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,171,NA
323,27-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,174,NA
323,04-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,186,NA
323,04-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,112,NA
323,04-10-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,12,146,NA
323,17-04-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,11,318,NA
323,21-04-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,11,148,NA
323,28-04-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,224,NA
323,05-05-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,9,139,NA
323,05-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,216,NA
323,05-12-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,229,NA
323,15-05-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,9,123,NA
323,19-05-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,11,169,NA
323,22-05-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,169,NA
323,26-05-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,116,NA
323,29-05-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,158,NA
323,06-02-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,197,NA
323,06-05-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,158,NA
323,06-09-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,12,130,NA
323,06-12-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,114,NA
323,16-06-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,108,NA
323,19-06-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,103,NA
323,23-06-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,9,170,NA
323,26-06-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,166,NA
323,30-06-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,304,NA
323,07-03-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,9,167,NA
323,07-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,184,NA
323,07-10-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,232,NA
323,14-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,123,NA
323,17-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,11,90,NA
323,21-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,94,NA
323,24-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,9,153,NA
323,31-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,148,NA
323,08-04-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,131,NA
323,08-07-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,10,47,NA
323,08-11-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,11,48,NA
323,14-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,49,NA
323,19-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,154,NA
323,21-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,142,NA
323,25-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,11,150,NA
323,28-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,12,106,NA
323,09-01-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,60,NA
323,09-04-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,47,NA
323,09-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,114,NA
323,09-11-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,57,NA
323,15-09-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,67,NA
323,18-09-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,11,61,NA
323,22-09-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,82,NA
323,27-09-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,156,NA
323,29-09-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,11,203,NA
323,10-04-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,11,138,NA
323,10-09-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,12,119,NA
323,13-10-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,11,62,NA
323,20-10-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,256,NA
323,30-10-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,274,NA
323,12-01-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,247,NA
323,12-04-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,253,NA
323,12-08-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,278,NA
323,12-11-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,260,NA
323,15-12-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,222,NA
323,18-12-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,9,199,NA
323,22-12-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,10,262,NA
323,29-12-14,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,11,356,NA
324,02-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,13,186,NA
324,02-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,14,181,NA
324,02-11-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,14,239,NA
324,14-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,15,183,NA
324,18-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,14,194,NA
324,21-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,16,177,NA
324,24-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,16,192,NA
324,24-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,16,156,NA
324,03-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,13,198,NA
324,03-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,14,211,NA
324,03-11-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,14,206,NA
324,14-03-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,14,178,NA
324,21-03-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,13,170,NA
324,25-03-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,13,159,NA
324,28-03-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,14,134,NA
324,04-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,18,166,NA
324,04-11-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,15,193,NA
324,15-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,14,263,NA
324,19-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,14,181,NA
324,22-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,13,200,NA
324,25-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,13,242,NA
324,29-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,15,190,NA
324,05-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,12,204,NA
324,05-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,11,199,NA
324,05-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,193,NA
324,16-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,195,NA
324,20-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,152,NA
324,23-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,12,246,NA
324,27-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,13,189,NA
324,30-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,13,242,NA
324,06-03-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,316,NA
324,06-06-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,12,223,NA
324,06-10-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,14,321,NA
324,13-06-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,12,205,NA
324,17-06-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,12,273,NA
324,20-06-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,14,224,NA
324,24-06-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,15,196,NA
324,27-06-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,14,131,NA
324,07-01-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,11,160,NA
324,07-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,154,NA
324,07-08-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,10,207,NA
324,07-11-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,12,211,NA
324,15-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,134,NA
324,18-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,12,145,NA
324,22-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,12,222,NA
324,26-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,115,NA
324,30-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,161,NA
324,08-01-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,13,115,NA
324,08-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,12,69,NA
324,08-08-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,177,NA
324,08-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,15,83,NA
324,16-08-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,13,122,NA
324,19-08-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,14,277,NA
324,22-08-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,15,184,NA
324,26-08-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,15,131,NA
324,29-08-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,14,90,NA
324,09-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,13,135,NA
324,09-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,13,157,NA
324,09-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,14,98,NA
324,09-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,12,16,120,NA
324,16-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,99,NA
324,19-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,12,120,NA
324,23-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,13,119,NA
324,26-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,14,133,NA
324,30-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,15,123,NA
324,10-04-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,13,191,NA
324,10-07-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,15,132,NA
324,10-10-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,15,399,NA
324,17-10-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,14,252,NA
324,21-10-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,15,302,NA
324,28-10-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,16,228,NA
324,31-10-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,15,375,NA
324,12-02-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,19,500,NA
324,12-05-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,16,416,NA
324,12-09-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,13,321,NA
324,12-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,13,335,NA
324,16-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,14,289,NA
324,19-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,15,228,NA
324,24-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,15,128,NA
324,26-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,14,273,NA
324,30-12-14,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,15,318,NA
1,01-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,198,NA
1,01-02-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,220,NA
1,01-04-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,219,NA
1,01-05-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,154,NA
1,01-06-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,19,310,NA
1,01-07-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,21,334,NA
1,01-08-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,20,227,NA
1,01-09-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,274,NA
1,01-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,20,199,NA
1,01-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,20,231,NA
1,13-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,194,NA
1,15-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,198,NA
1,16-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,16,293,NA
1,18-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,175,NA
1,19-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,19,152,NA
1,20-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,174,NA
1,21-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,77,NA
1,22-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,68,NA
1,23-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,92,NA
1,25-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,157,NA
1,27-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,20,185,NA
1,28-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,199,NA
1,29-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,196,NA
1,30-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,145,NA
1,02-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,13,186,NA
1,02-02-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,16,201,NA
1,02-03-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,23,224,NA
1,02-04-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,25,291,NA
1,02-05-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,20,208,NA
1,02-06-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,158,NA
1,02-08-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,136,NA
1,02-09-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,163,NA
1,02-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,139,NA
1,02-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,186,NA
1,02-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,24,189,NA
1,13-02-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,13,143,NA
1,15-02-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,14,114,NA
