"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
731,29-05-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,29,NA
731,06-03-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,27,NA
731,06-05-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,29,NA
731,06-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,33,NA
731,06-12-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,30,NA
731,17-06-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,19-06-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
731,24-06-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,21,NA
731,26-06-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,19,NA
731,07-01-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,NA
731,07-03-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
731,07-08-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,NA
731,07-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,17,NA
731,15-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
731,17-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,27,NA
731,22-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",3,5,25,NA
731,24-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
731,29-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,19,NA
731,31-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,08-05-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,18,NA
731,08-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,19,NA
731,08-12-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,21,NA
731,14-08-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,22,NA
731,19-08-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,19,NA
731,21-08-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,NA
731,26-08-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,28-08-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,27,NA
731,09-02-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,NA
731,09-04-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,22,NA
731,09-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,18,NA
731,09-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,19,NA
731,16-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,18-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
731,23-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,NA
731,25-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,18,NA
731,30-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,NA
731,10-02-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
731,10-07-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,10-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,15-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,16-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
731,21-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,27,NA
731,23-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,27,NA
731,28-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,17,NA
731,30-10-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
731,11-04-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,25,NA
731,11-06-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
731,11-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
731,13-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,25,NA
731,18-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,21,NA
731,20-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,25,NA
731,25-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,26,NA
731,27-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
731,12-02-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,22,NA
731,12-04-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,21,NA
731,12-09-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,21,NA
731,12-11-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,17,NA
731,16-12-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
731,18-12-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,25,NA
731,24-12-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
731,26-12-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,27,NA
731,31-12-14,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
732,01-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,75,NA
732,01-07-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,101,NA
732,01-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,116,NA
732,14-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,71,NA
732,16-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,60,NA
732,21-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,96,NA
732,23-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,136,NA
732,28-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",4,5,60,NA
732,30-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,154,NA
732,02-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,68,NA
732,02-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",4,5,78,NA
732,02-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,89,NA
732,13-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,91,NA
732,18-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,123,NA
732,20-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",4,5,91,NA
732,25-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,84,NA
732,27-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,71,NA
732,03-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,86,NA
732,03-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,64,NA
732,03-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,133,NA
732,13-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,95,NA
732,18-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",4,5,143,NA
732,20-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",4,5,96,NA
732,25-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,99,NA
732,27-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,90,NA
732,04-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",3,5,57,NA
732,04-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,91,NA
732,04-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,99,NA
732,04-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,95,NA
732,15-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,83,NA
732,17-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,98,NA
732,22-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,90,NA
732,24-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,72,NA
732,29-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,71,NA
732,05-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,60,NA
732,05-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,63,NA
732,05-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
732,13-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,64,NA
732,15-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,51,NA
732,20-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,112,NA
732,22-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,53,NA
732,27-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,28,NA
732,29-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,32,NA
732,06-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,96,NA
732,06-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
732,06-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,51,NA
732,06-12-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,55,NA
732,17-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,33,NA
732,19-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,24,NA
732,24-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,25,NA
732,26-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,110,NA
732,07-01-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,81,NA
732,07-03-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,57,NA
732,07-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,88,NA
732,07-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,70,NA
732,15-07-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,49,NA
732,17-07-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,49,NA
732,22-07-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,60,NA
732,24-07-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,66,NA
732,08-05-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,52,NA
732,08-07-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,53,NA
732,08-12-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,69,NA
732,14-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,70,NA
732,19-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
732,21-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
732,26-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,62,NA
732,28-08-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,66,NA
732,09-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,64,NA
732,09-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,59,NA
732,09-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,74,NA
732,09-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,54,NA
732,16-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,95,NA
732,18-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,53,NA
732,23-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,66,NA
732,25-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,54,NA
732,30-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,74,NA
732,10-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
732,10-07-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
732,10-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
732,15-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,59,NA
732,16-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,59,NA
732,21-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,53,NA
732,23-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,73,NA
732,28-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,89,NA
732,30-10-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,70,NA
732,11-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,64,NA
732,11-06-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,70,NA
732,11-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,54,NA
732,13-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
732,18-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,35,NA
732,20-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,35,NA
732,25-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
732,27-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,55,NA
732,12-02-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
732,12-04-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
732,12-09-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,54,NA
732,12-11-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
732,16-12-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,37,NA
732,18-12-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,NA
732,24-12-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
732,26-12-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
732,31-12-14,Mizoram,Champhai,"Lalzidinga building, Champhai Vengthlang, Champhai",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
733,01-02-14,Mizoram,Kolasib,"H. Lalthuama Building, Near D.C. Office, Project Veng, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
733,01-07-14,Mizoram,Kolasib,"H. Lalthuama Building, Near D.C. Office, Project Veng, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
733,01-09-14,Mizoram,Kolasib,"H. Lalthuama Building, Near D.C. Office, Project Veng, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,31,NA
733,14-01-14,Mizoram,Kolasib,"H. Lalthuama Building, Near D.C. Office, Project Veng, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
