"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
452,08-12-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,6,24.66666667,NA
452,14-08-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,31.33333333,NA
452,19-08-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,26,NA
452,21-08-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,27,NA
452,26-08-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,6,25.33333333,NA
452,28-08-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,6,22.33333333,NA
452,09-02-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,29.66666667,NA
452,09-04-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,30.33333333,NA
452,09-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,16.66666667,NA
452,09-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,21,NA
452,16-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,29,NA
452,18-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,28.33333333,NA
452,23-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,32.33333333,NA
452,25-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,25.33333333,NA
452,30-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,33.33333333,NA
452,10-02-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,32.33333333,NA
452,10-07-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,32.66666667,NA
452,10-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,24,NA
452,15-10-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,39.66666667,NA
452,16-10-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,39.66666667,NA
452,21-10-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,40.33333333,NA
452,23-10-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,35.33333333,NA
452,28-10-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,22.33333333,NA
452,30-10-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,26,NA
452,11-04-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,27,NA
452,11-06-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,33.33333333,NA
452,11-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,40.33333333,NA
452,13-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,36,NA
452,18-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,31.66666667,NA
452,20-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,28.33333333,NA
452,25-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,32.33333333,NA
452,27-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,30.33333333,NA
452,12-02-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,32.33333333,NA
452,12-04-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,30.33333333,NA
452,12-09-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,38.66666667,NA
452,12-11-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,36.66666667,NA
452,16-12-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,32.66666667,NA
452,18-12-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,31,NA
452,24-12-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,14,39.33333333,NA
452,26-12-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,22.33333333,NA
452,31-12-14,Mizoram,Aizawl,"Bawngkawn , Roof  Top of  Mr.K.L. Berema’s residence.",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,27.66666667,NA
737,01-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,15,78,NA
737,01-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,75,NA
737,01-09-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,15,78,NA
737,14-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",6,15,77,NA
737,16-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,106,NA
737,21-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,16,88,NA
737,23-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,18,102,NA
737,28-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,19,102,NA
737,30-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,19,113,NA
737,02-04-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",3,29,139,NA
737,02-06-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",5,29,130,NA
737,02-11-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",7,36,143,NA
737,13-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",8,11,297,NA
737,18-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",7,13,76,NA
737,20-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",5,13,78,NA
737,25-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,25,109,NA
737,27-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,21,114,NA
737,03-04-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,21,119,NA
737,03-06-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,21,116,NA
737,03-11-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,19,123,NA
737,13-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,18,122,NA
737,18-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,123,NA
737,20-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",7,16,115,NA
737,25-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",3,13,101,NA
737,27-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,13,107,NA
737,04-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,16,150,NA
737,04-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,118,NA
737,04-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,122,NA
737,04-10-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,113,NA
737,15-04-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,13,129,NA
737,17-04-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,139,NA
737,22-04-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,129,NA
737,24-04-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,107,NA
737,29-04-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,108,NA
737,05-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,93,NA
737,05-06-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,6,78,NA
737,05-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,32,NA
737,13-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,35,NA
737,15-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,15,44,NA
737,20-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,25,80,NA
737,22-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,18,74,NA
737,27-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,16,46,NA
737,29-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,18,60,NA
737,06-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,32,NA
737,06-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,53,NA
737,06-10-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,56,NA
737,06-12-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,57,NA
737,17-06-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,39,NA
737,19-06-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,46,NA
737,24-06-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
737,26-06-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
737,07-01-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,27,47,NA
737,07-03-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,30,60,NA
737,07-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,23,57,NA
737,07-10-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,57,NA
737,15-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,33,NA
737,17-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,31,NA
737,22-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,33,NA
737,24-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,28,NA
737,29-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,31,NA
737,31-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,29,NA
737,08-05-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,67,NA
737,08-07-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,33,NA
737,08-12-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,45,NA
737,14-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,52,NA
737,19-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,33,NA
737,21-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,37,NA
737,26-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,19,48,NA
737,28-08-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,44,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,18,45,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,14,38,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,24,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,20,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,17,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,6,21,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,25,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,24,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,26,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,29,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,25,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,25,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,24,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,25,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,82,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,19,76,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,13,63,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,14,64,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,13,35,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,13,31,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,14,24,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,13,38,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,41,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,8,42,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,45,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,45,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,46,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,46,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,11,41,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,12,43,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,14,46,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,46,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,16,49,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,48,NA
737,09-02-14,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,16,51,NA
738,01-02-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,37,NA
738,01-07-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,6,57,NA
738,01-09-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,35,NA
738,14-01-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,36,NA
738,16-01-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
738,21-01-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
738,23-01-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,25,NA
738,28-01-14,Mizoram,Aizawl,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
